title,style,score,profiles,actors,down_url,year,country,cover,director
2018年高分动作《碟中谍6：全面瓦解》HD中英双字幕,动作/惊悚/冒险,8.2/10 from 247391 users,[''],"['\u3000汤姆·克鲁斯 Tom Cruise ', '亨利·卡维尔 Henry Cavill', '文·瑞姆斯 Ving Rhames', '西蒙·佩吉 Simon Pegg', '丽贝卡·弗格森 Rebecca Ferguson', '西恩·哈里斯 Sean Harris', '安吉拉·贝塞特 Angela Bassett', '凡妮莎·柯比 Vanessa Kirby', '米歇尔·莫纳汉 Michelle Monaghan', '韦斯·本特利 Wes Bentley', '费雷德里克·施密特 Frederick Schmidt', '亚历克·鲍德温 Alec Baldwin', '梁杨 Yang Liang', '克里斯托弗·琼勒 Kristoffer Joner', '沃尔夫·布利策 Wolf Blitzer', '拉斐尔·琼勒 Raphael Joner', '安德鲁·卡扎纳夫·平 Andrew Cazanave Pin', '克里斯多夫·德·舒瓦西 Christophe de Choisy', '拉裴尔·德普雷 Raphael Desprez', '让·巴普蒂斯特·菲永 Jean Baptiste Fillon', '马克斯·盖勒 Max Geller', '奥利维尔·体班德 Olivier Huband', '亚历山大·普尔 Alexandre Poole', '阿利克斯·贝纳泽什 Alix Bénézech', '乔伊·安沙 Joey Ansah', '维利贝·托皮奇 Velibor Topic', '格雷厄姆·福克斯 Grahame Fox', '卡斯珀·菲利普森 Caspar Phillipson', '菲恩·乔利 Ffion Jolly', '鲁斯·贝恩 Russ Bain', '奈杰尔·艾伦 Nigel Allen']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3152/阳光电影www.ygdy8.com.碟中谍6：全面瓦解.HD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/09/14/03fad854ddc2dbb4602c0b6d575510e2.jpg,克里斯托弗·麦奎里 Christopher McQuarrie
2018年剧情战争《飓风行动》BD中英双字幕,剧情/战争,6.3/10 from 135 users,[''],"['\u3000伊万·瑞恩 Iwan Rheon ', '米洛·吉布森 Milo Gibson', '斯蒂芬妮·马蒂尼 Stefanie Martini', '马辛·多洛辛斯基 Marcin Dorocinski', '克里斯托弗·哈德克 Krystof Hádek', 'Dan Burman', '拉裴尔·德普雷 Raphael Desprez', 'Michel Diercks', '尼古拉斯·法瑞尔 Nicholas Farrell', '萨姆·霍尔 Sam Hoare', '拉多斯劳凯姆 Radoslaw Kaim', 'Michael Keogh', 'Stuart Packer', '罗伯特·波特尔 Robert Portal', '阿德里安·扎仁巴 Adrian Zaremba']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8296/阳光电影www.ygdy8.com.飓风行动.BD.720p.中英双字幕.mkv'],2018,英国/波兰,https://extraimage.net/images/2018/11/06/a791329f3f89cd475f7afe72fe6c0afb.jpg,戴维·布莱尔 David Blair
2018年剧情犯罪《你给的仇恨》HD中英双字幕,剧情/犯罪,8.0/10 from 530 users,[''],"['\u3000阿曼德拉·斯坦伯格 Amandla Stenberg ', 'K·J·阿帕 K.J. Apa', '雷吉娜·赫尔 Regina Hall', '塞布丽娜·卡彭特 Sabrina Carpenter', '安东尼·麦凯 Anthony Mackie', '科曼 Common', '伊萨·雷 Issa Rae', '罗素·霍恩斯比 Russell Hornsby', '德鲁·斯塔基 Drew Starkey', '阿尔吉·史密斯 Algee Smith', '多米尼克·菲什巴克 Dominique Fishback', '梅根·劳利斯 Megan Lawless', '拉马尔·约翰逊 Lamar Johnson', '凯蕾·里维拉 Kaleigh Rivera', '以利亚·埃弗雷特 Elijah Everett', '大卫·邓斯顿 David Dunston', '阿米切尔 Al Mitchell', '摩西·琼斯 Moses Jones', 'Marcia Wright', 'James Healy Jr.', 'Josh Henry', 'Megan Marie Wilson', 'Shaun McMillan', 'Jacob Evans', 'Brent Moorer Gaskins', 'Mallory Kidwell']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3151/阳光电影www.ygdy8.com.你给的仇恨.HD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/05/83f2fd66d48ce8979d06439adc57f069.jpg,小乔治·提尔曼 George Tillman Jr.
2018年高分动画喜剧《超人总动员2》BD英国粤三语双字,喜剧/动作/动画/冒险,8.0/10 from 90106 users,[''],"['\u3000格雷格·T·尼尔森 Craig T. Nelson ', '霍利·亨特 Holly Hunter', '莎拉·沃威尔 Sarah Vowell', '赫克·米尔纳 Huck Milner', '伊莱·富西尔 Eli Fucile', '凯瑟琳·基纳 Catherine Keener', '塞缪尔·杰克逊 Samuel L. Jackson', '伊莎贝拉·罗西里尼 Isabella Rossellini', '鲍勃·奥登科克 Bob Odenkirk', '布拉德·伯德 Brad Bird', '索菲亚·布什 Sophia Bush', '乔纳森·班克斯 Jonathan Banks', '约翰·拉岑贝格 John Ratzenberger', '金伯利·阿代尔·克拉克 Kimberly Adair Clark', '托亚·特纳 Toya Turner']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8344/阳光电影www.ygdy8.com.超人总动员2.BD.720p.英国粤三语双字.mkv'],2018,美国,https://extraimage.net/images/2018/10/23/3207af9a492272d719de72ef6e202db4.jpg,布拉德·伯德 Brad Bird
2018年奇幻动画《朝花夕誓》BD日语中字,动画/奇幻,7.7/10 from 1563 users,[''],"['\u3000石见舞菜香 Iwami Manaka ', '入野自由 Miyu Irino', '茅野爱衣 Ai Kayano', '梶裕贵 Yûki Kaji', '泽城美雪 Miyuki Sawashiro', '细谷佳正 Yoshimasa Hosoya', '佐藤利奈 Rina Satou', '日笠阳子 Yoko Hikasa', '久野美咲 Misaki Kuno', '杉田智和 Tomokazu Sugita', '平田广明 Hiroaki Hirata']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8413/阳光电影www.ygdy8.com.朝花夕誓.BD.720p.日语中字.mkv'],2018,日本,https://extraimage.net/images/2018/11/04/441536dae6c006987b3da290488f7154.jpg,冈田磨里 Mari Okada/篠原俊哉 Toshiya Shinohara
2018年科幻动作《巨齿鲨/极悍巨鲨》HD国英双语双字,动作/科幻/惊悚,"5.8/10 from 1,341 users",[''],"['\u3000杰森·斯坦森 Jason Statham ', '李冰冰 Bingbing Li', '雷恩·威尔森 Rainn Wilson', '鲁比·罗丝 Ruby Rose', '赵文瑄 Winston Chao', '佩吉·肯尼迪 Page Kennedy', '杰西卡·麦克娜美 Jessica McNamee', '奥拉维尔·达里·奥拉夫松 Ólafur Darri Ólafsson', '罗伯特·泰勒 Robert Taylor', '蔡书雅 Sophia Cai', '丘增 Masi Oka', '克利夫·柯蒂斯 Cliff Curtis', '安佑森 Yoson An', '罗伯·基帕-威廉姆斯 Rob Kipa-Williams', '维他亚·潘斯林加姆 Vithaya Pansringarm', '安得烈·格兰杰 Andrew Grainger', '蒂姆·王 Tim Wong', '史蒂文·A·戴维斯 Steven A. Davis', '托万达·马尼莫 Tawanda Manyimo', '买红妹 Hongmei Mai']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4099/阳光电影www.ygdy8.com.巨齿鲨.HD.720p.国英双语双字.mkv'],2018,美国/中国/中国香港,https://extraimage.net/images/2018/09/18/344c1d5d4591da0a5fa6b2f82721859a.jpg,乔·德特杜巴 Jon Turteltaub
2018年动画喜剧《精灵旅社3：疯狂假期》BD英国粤三语双字,喜剧/动画/奇幻,"6.9/10 from 30,105 users",[''],"['\u3000亚当·桑德勒 Adam Sandler ', '凯瑟琳·哈恩 Kathryn Hahn', '史蒂夫·布西密 Steve Buscemi', '赛琳娜·戈麦斯 Selena Gomez', '阿什·布林克夫 Asher Blinkoff', '梅尔·布鲁克斯 Mel Brooks', '科甘-迈克尔·凯 Keegan-Michael Key', '安迪·萨姆伯格 Andy Samberg', '法兰·德瑞雪 Fran Drescher', '大卫·斯佩德 David Spade', '凯文·詹姆斯 Kevin James', '莫莉·香侬 Molly Shannon', '格恩迪·塔塔科夫斯基 Genndy Tartakovsky', '乔·怀特 Joe Whyte', '克莉丝汀·泰根 Chrissy Teigen', '乔·乔纳斯 Joe Jonas', '吉姆·加菲根 Jim Gaffigan']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8412/阳光电影www.ygdy8.com.精灵旅社3：疯狂假期.BD.720p.英国粤三语双字.mkv'],2018,美国,https://extraimage.net/images/2018/09/18/0b79c98c29284727e54ceab7ca013e2f.jpg,格恩迪·塔塔科夫斯基 Genndy Tartakovsky
2018年高分奇幻《与神同行：罪与罚》BD韩粤双语中字,剧情/奇幻,7.7/10 from 103419 users,[''],"['\u3000河正宇 Jung-woo Ha ', '车太贤 Tae-hyun Cha', '朱智勋 Ji-hun Ju', '金香奇 Hyang-ki Kim', '金东旭 Dong-wook Kim', '芮秀贞 Ye Soo-jung', '李政宰 Jung-Jae Lee', '吴达洙 Dal-su Oh', '林元熙 Won-hie Lim', '都暻秀 Kyung-soo Doh', '张光 Gwang Jang', '郑海钧 Hae-kyun Jung', '金荷娜 Ha-Neul Kim', '金海淑 Hae-suk Kim', '金秀安 Soo-an Kim', '马东锡 Tong-Seok Ma']",['ftp://ygdy8:ygdy8@yg90.dydytt.net:8411/阳光电影www.ygdy8.com.与神同行：罪与罚.BD.720p.韩粤双语中字.mkv'],2017,韩国,https://extraimage.net/images/2018/11/02/f237b237e8da3ecad2c617a9116e43d8.jpg,金容华 Yong-hwa Kim
2018年高分奇幻《与神同行2：因与缘》BD韩语中英双字,动作/奇幻,"7.6/10 from 2,921 users",[''],"['\u3000河正宇 Jung-woo Ha ', '朱智勋 Ji-hun Ju', '马东锡 Tong-Seok Ma', '金香起 Hyang-ki Kim', '李政宰 Jung-Jae Lee', '赵汉哲 Han-chul Jo', '金明坤 Myung-gon Kim', '金东旭 Dong-wook Kim', '郑惟安 Yoo-ahn Jung', '都暻秀 Kyung-soo Doh']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8342/阳光电影www.ygdy8.com.与神同行2：因与缘.BD.720p.韩语中英双字.mkv'],2018,韩国,https://extraimage.net/images/2018/09/19/a88b8ed84654ede5d16540b7e9ddd544.jpg,金容华 Yong-hwa Kim
2018年悬疑恐怖《修女/招魂外传》BD中英双字幕,悬疑/惊悚/恐怖,6.1/10 from 4546 users,[''],"['\u3000德米安·比齐尔 Demián Bichir ', '泰莎·法米加 Taissa Farmiga', '乔纳斯·布洛凯 Jonas Bloquet', '邦妮·阿伦斯 Bonnie Aarons', '英格丽·比苏 Ingrid Bisu', '夏洛特·霍普 Charlotte Hope', '桑德拉·特蕾丝 Sandra Teles', '奥古斯特·马图洛 August Maturo', '迈克尔·史麦利 Michael Smiley', '大卫·霍罗维奇 David Horovitch', '丽丽·博尔丹 Lili Bordán', '斯嘉丽·希克斯 Scarlett Hicks', '丽兹·科菲 Izzie Coffey', '迪·布拉雷·贝克尔 Dee Bradley Baker', '黛布拉·威尔逊 Debra Wilson', '马克·斯达格 Mark Steger', '莉迪亚·科洛科 Lidiya Korotko', '艾玛·阿普尔顿 Emma Appleton', '约翰尼·科瓦内 Jonny Coyne', 'Daniel Mandehr', '西蒙·瑞 Simon Rhee', '桑德拉·罗斯科 Sandra Rosko']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7342/阳光电影www.ygdy8.com.修女.HD.720p.韩版中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/02/79be7dc8e6433dda7552095affb38cdf.jpg,科林·哈迪 Corin Hardy
2018年喜剧《西虹市首富》HD国语中英双字,喜剧,"6.7/10 from 347,480 users",[''],"['\u3000沈腾 Teng Shen ', '宋芸桦 Vivian Sung', '张一鸣 Yiming Zhang', '张晨光 Morning Chang', '常远 Yuan Chang', '魏翔 Xiang Wei', '赵自强 Tzu-chiang Chao', '九孔 Kong Jiu', '李立群 Lichun Lee', '王成思 Chengsi Wang', '徐冬冬 Dongdong Xu', '艾伦 Allen', '杨皓宇 Haoyu Yang', '黄才伦 Cailun Huang', '王力宏 Lee-Hom Wang', ""包贝尔 Bei'er Bao"", '郎咸平 Larry Hsien Ping Lang', '张绍刚 Shaogang Zhang', '杨文哲 Wenzhe Yang', '陶亮 Liang Tao', '王赞 Zan Wang', '黄杨 Yang Huang', '刘鉴 Jian Liu', '杨沅翰 Yuanhan Yang', '林炳宝 Bingbao Lin', '骆佳 Jia Luo', '陈昊明 Haoming Chen', '臧一人 Yiren Zang']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8340/阳光电影www.ygdy8.com.西虹市首富.HD.1080p.国语中英双字.mp4'],2018,中国,https://extraimage.net/images/2018/11/01/f8c25b23de193f45105ebd9e671961bd.jpg,闫非 Fei Yan
2018年剧情《巴比龙/逃离恶魔岛》BD中英双字幕,剧情/传记/犯罪,7.0/10 from 209 users,[''],"['\u3000查理·汉纳姆 Charlie Hunnam ', '拉米·马雷克 Rami Malek', '汤米·弗拉纳根 Tommy Flanagan', '伊芙·休森 Eve Hewson', '迈克尔·索恰 Michael Socha', '伊恩·比蒂 Ian Beattie', '罗兰·默勒 Roland Møller', '约里克·范·韦杰宁根 Yorick van Wageningen', '乔尔·巴斯曼 Joel Basman', '瑞沙德·斯垂克 Reshad Strik', '卡利·内勒 Cali Nelle', '妮娜·塞尼卡 Nina Senicar', '尼古拉·肯特 Nikola Kent', '斯拉夫科·索宾 Slavko Sobin', '戈兰·纳沃耶克 Goran Navojec']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7340/阳光电影www.ygdy8.com.巴比龙.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/01/14165cbf165dc9056e4628c075dce05d.jpg,迈克尔·诺尔 Michael Noer
2018年动作惊悚《伸冤人2/私刑教育2》BD中英双字幕,动作/惊悚/犯罪,7.0/10 from 1545 users,[''],"['\u3000丹泽尔·华盛顿 Denzel Washington ', '佩德罗·帕斯卡 Pedro Pascal', '艾什顿·桑德斯 Ashton Sanders', '奥森·比恩 Orson Bean', '比尔·普尔曼 Bill Pullman', '梅丽莎·里奥 Melissa Leo', '乔纳森·斯卡弗 Jonathan Scarfe', '沙基纳·贾弗里 Sakina Jaffrey', '卡罗琳·戴 Caroline Day', '特德·阿尔奇迪 Ted Arcidi', '杰伊·赫农 Jay Hieron', '马克西米利安·麦克纳马拉 Maximillian McNamara', '安德烈·阿罗维斯基 Andrei Arlovski']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3150/阳光电影www.ygdy8.com.伸冤人2.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/11/01/19bf411bdfeb4e4b1792b1478f9fa626.jpg,安东尼·福奎阿 Antoine Fuqua
2018年爱情喜剧《牵线》BD中英双字幕,喜剧 / 爱情,6.5/10 from 1773 users,[''],"['\u3000佐伊·达奇 Zoey Deutch ', '格伦·鲍威尔 Glen Powell', '刘玉玲 Lucy Liu', '泰雅·迪格斯 Taye Diggs', '琼·斯莫斯 Joan Smalls', '梅瑞迪斯·海格纳 Meredith Hagner', '皮特·戴维森 Pete Davidson', '乔恩·鲁德尼茨基 Jon Rudnitsky', '泰塔斯·伯吉斯 Tituss Burgess', '杰克·罗宾森 Jake Robinson', '亚伦·科斯塔·加尼斯 Aaron Costa Ganis', '诺亚·罗宾斯 Noah Robbins', '麦迪逊·阿诺德 Madison Arnold', '伊万·帕克 Evan Parke', '斯蒂芬妮·许 Stephanie Hsu', '斯泰西·爱丽丝·科恩 Stacey Alyse Cohen', '马米·科西科 Marmee Cosico', '何伟清 Wai Ching Ho', '杰奎琳·霍努力克 Jacqueline Honulik', '费斯·洛根 Faith Logan', '桃乐丝·麦卡锡 Doris McCarthy', '雪莉·罗德里格斯 Shyrley Rodriguez']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:6138/阳光电影www.ygdy8.com.牵线.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/25/de0db069b6623c81c7d2590e8eeca3fc.jpg,克莱尔·斯坎伦 Claire Scanlon
2018年剧情《三角草的春天》BD日语中字,剧情/惊悚,5.8/10 from 445 users,[''],"['\u3000山田杏奈 Anna Yamada ', '清水寻也 Hiroya Shimizu', '大谷凜香 Rinka Otani', '大塚玲奈 おおつか れな', '中田青渚 Seina Nakata', '绀野彩夏 AYAKA KONNO', '樱爱里纱 Arisa Sakura', '远藤健慎 Kenshin Endo', '大友一生 Kazuki Ôtomo', '远藤真人', '森田亚纪 Aki Morita', '户田昌宏 Masahiro Toda', '片冈礼子 Reiko Kataoka', '寺田农 Minori Terada']",['ftp://ygdy8:ygdy8@yg72.dydytt.net:8295/阳光电影www.ygdy8.com.三角草的春天.BD.720p.日语中字.mkv'],2018,日本,https://extraimage.net/images/2018/10/31/bc084ce26cd87fcaf1870864fe92d676.jpg,内藤瑛亮 Eisuke Naitô
2018年惊悚恐怖《幼儿怨》BD粤语中字,惊悚/恐怖,,[''],"['\u3000刘心悠 Annie Liu ', '刘浩龙 Wilfred Lau', '崔碧珈 Anita Chui', '伍慧珊 Wai-San Ng', '杨柳青 Wiyona Yeung', '曾咏欣 Nicola Tsang', '鲍起静 Hee Ching Paw', '林雪 Suet Lam', '张扬']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:6137/阳光电影www.ygdy8.com.幼儿怨.BD.720p.粤语中字.mkv'],2016,中国香港,https://extraimage.net/images/2018/10/29/9face909fc7c70799d069a06a6b29b95.jpg,叶伟英 Wai Ying Yip
2018年高分喜剧《克里斯托弗·罗宾》BD中英双字幕,喜剧/动画/冒险,8.2/10 from 2089 users,[''],"['\u3000海莉·阿特维尔 Hayley Atwell ', '伊万·麦克格雷格 Ewan McGregor', ""克里斯·奥多德 Chris O'Dowd"", '托比·琼斯 Toby Jones', '吉姆·库宁斯 Jim Cummings', '彼得·卡帕尔迪 Peter Capaldi', '布拉德·加内特 Brad Garrett', '马克·加蒂斯 Mark Gatiss', '苏菲·奥康内多 Sophie Okonedo', '阿德里安·斯卡伯勒 Adrian Scarborough', '罗杰·阿什顿-格里菲斯 Roger Ashton-Griffiths', '保罗·查希迪 Paul Chahidi', 'Nick Mohammed', '奥利弗·福德·戴维斯 Oliver Ford Davies']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8338/阳光电影www.ygdy8.com.克里斯托弗·罗宾.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/26/b6fff6c7236b1b3b59a6b83acce27caa.jpg,马克·福斯特 Marc Forster
2018年动作历史战争《大轰炸》HD中英双字幕,动作/历史/战争,,[''],"['\u3000刘烨 Ye Liu ', '布鲁斯·威利斯 Bruce Willis', '宋承宪 Seung-heon Song', '陈伟霆 William Chan', '范伟 Wei Fan', '马苏 Su Ma', '车永莉 Yongli Che', '吴刚 Gang Wu', '冯远征 Yuanzheng Feng', '张钧甯 Chun-Ning Chang', '耿乐 Le Geng', '谢霆锋 Nicholas Tse', '范冰冰 Bingbing Fan', '陈道明 Daoming Chen', '艾德里安·布洛迪 Adrien Brody', '雷佳 Jia Lei', '涩谷天马 Tenma Shibuya', '张帆 Fan Zhang', '任达华 Simon Yam', '吕良伟 Ray Lui', '胡兵 Hu Bing', '黄海冰 Haibing Huang', '拉莫·威利斯 Rumer Willis', '刘晓庆 Xiaoqing Liu', '曹可凡 Kefan Cao', '黄圣依 Eva Huang', '钟镇涛 Kenny Bee', '爱新觉罗·启星 Qixing Aisin-Gioro', '汪东城 Jiro Wang']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4098/阳光电影www.ygdy8.com.大轰炸.HD.720p.中英双字幕.mkv'],2018,中国,https://extraimage.net/images/2018/10/26/b08aa4884902aa7f802ae8df9dcbbfff.jpg,萧锋 Feng Xiao
2018年高分剧情爱情《冷战/没有烟硝的爱情》BD中英双字幕,剧情/爱情,8.1/10 from 1970 users,[''],"['\u3000乔安娜·库里格 Joanna Kulig ', '托马斯·科特 Tomasz Kot', '波利斯·席克 Borys Szyc', '阿伽塔·库莱沙 Agata Kulesza', '塞德里克·康 Cédric Kahn', '让娜·巴利巴尔 Jeanne Balibar', '亚当·费仁希 Adam Ferency', '亚当·沃诺维茨 Adam Woronowicz', '亚当·斯齐斯科斯基 Adam Szyszkowski']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8337/阳光电影www.ygdy8.com.冷战.BD.720p.中英双字幕.mkv'],2018,波兰/法国/英国,https://extraimage.net/images/2018/10/27/e29877554a693d5380a374dd9bb2fbf4.jpg,保罗·帕夫利克夫斯基 Pawel Pawlikowski
2018年冒险剧情《阿尔法：狼伴归途》BD中英双字幕,剧情/冒险,6.5/10 from 11517 users,[''],"['\u3000柯蒂·斯密特-麦菲 Kodi Smit-McPhee ', '约翰内斯·豪克尔·约翰内森 Jóhannes Haukur Jóhannesson', '娜塔莎·迈尔兹 Natassia Malthe', '蕾奥娜·维埃拉 Leonor Varela', '延斯·赫尔腾 Jens Hultén', '梅赛德斯·德拉泽尔达 Mercedes de la Zerda', '普里亚·拉贾拉特南 Priya Rajaratnam', '斯潘塞·博加特 Spencer Bogaert', '帕特里克·弗拉纳根 Patrick Flanagan', '迈克尔·克鲁斯-代赫勒 Michael Kruse-Dahl', '马辛·科瓦奇克 Marcin Kowalczyk']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8336/阳光电影www.ygdy8.com.阿尔法：狼伴归途.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/26/5eb69271261e4bc695ccbd82a2b180d2.jpg,艾尔伯特·休斯 Albert Hughes
2018年高分历史战争《冒牌上尉》BD中英双字幕,剧情/历史/战争,8.4/10 from 3767 users,[''],"['\u3000麦克斯·库巴彻 Max Hubacher ', '米兰·佩舍尔 Milan Peschel', '弗雷德里克·劳 Frederick Lau', 'Bernd Hölscher', '瓦尔德马·科布斯 Waldemar Kobus', '亚历山大·费林 Alexander Fehling', '萨缪尔·芬齐 Samuel Finzi']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7336/阳光电影www.ygdy8.com.冒牌上尉.BD.720p.中英双字幕.mkv'],2017,德国/波兰/葡萄牙/法国,https://extraimage.net/images/2018/10/26/685364f616e51fd14eb9c5f91de53b0e.jpg,罗伯特·斯文克 Robert Schwentke
2018年剧情动作《反贪风暴3/L风暴》HD国语中字,剧情/动作/犯罪,5.8/10 from 22378 users,[''],"['\u3000古天乐 Louis Koo ', '张智霖 Julian Cheung', '郑嘉颖 Kevin Cheng', '邓丽欣 Stephy Tang', '栢天男 Adam Pak', '谢天华 Michael Tse', '张继聪 Louis Cheung', '夏嫣 Anika', '蔡瀚亿 Babyjohn Choi', '廖启智 Kai Chi Liu', '谭耀文 Patrick Tam', '卢海鹏 Hoi-Pang Lo', '罗兰 Lan Law', '麦长青 Cheung-Ching Mak', '张松枝 Deno Cheung', '陈庭欣 Toby Chan', '丁海峰 Haifeng Ding', '冯雷 Lei Feng', '李昕岳 Xinyue Li']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3148/阳光电影www.ygdy8.com.反贪风暴3.HD.1080p.国语中字.mp4'],2018,香港,https://extraimage.net/images/2018/10/26/a56f982b41186687fdc2e6eff6ebcc01.jpg,林德禄 David Lam
2018年8.0分动画喜剧《超人总动员2》HD中英双字幕,喜剧/动作/动画/冒险,8.0/10 from 90106 users,[''],"['\u3000格雷格·T·尼尔森 Craig T. Nelson ', '霍利·亨特 Holly Hunter', '莎拉·沃威尔 Sarah Vowell', '赫克·米尔纳 Huck Milner', '伊莱·富西尔 Eli Fucile', '凯瑟琳·基纳 Catherine Keener', '塞缪尔·杰克逊 Samuel L. Jackson', '伊莎贝拉·罗西里尼 Isabella Rossellini', '鲍勃·奥登科克 Bob Odenkirk', '布拉德·伯德 Brad Bird', '索菲亚·布什 Sophia Bush', '乔纳森·班克斯 Jonathan Banks', '约翰·拉岑贝格 John Ratzenberger', '金伯利·阿代尔·克拉克 Kimberly Adair Clark', '托亚·特纳 Toya Turner']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4097/阳光电影www.ygdy8.com.超人总动员2.HD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/23/3207af9a492272d719de72ef6e202db4.jpg,布拉德·伯德 Brad Bird
2018年动作《22英里/拳力逃脱》BD中英双字幕,动作/犯罪/冒险,6.5/10 from 345 users,[''],"['\u3000马克·沃尔伯格 Mark Wahlberg ', '劳伦·科汉 Lauren Cohan', '伊科·乌艾斯 Iko Uwais', '约翰·马尔科维奇 John Malkovich', '龙达·鲁西 Ronda Rousey', '卡尔洛·阿尔班 Carlo Alban', 'Natasha Goubskaya', '李彩麟 Chae-rin Lee', '山姆·麦地那 Sam Medina', 'Keith Arthur Bolden', 'Billy Smith', 'Myke Holmes', '艾米莉· 斯凯格斯 Emily Skeggs', '特里·金尼 Terry Kinney', '普娜·贾甘纳坦 Poorna Jagannathan', '彼得·博格 Peter Berg', '尼古拉·尼克拉斐 Nikolai Nikolaeff', '巴拉克·奥巴马 Barack Obama', '里克·佩雷斯 Rick Perez', '唐纳德·特朗普 Donald Trump']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:3147/阳光电影www.ygdy8.com.22英里.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/23/e9accc6878789d075eb81856082b66dc.jpg,彼得·博格 Peter Berg
2018年剧情《私人生活/非孕私生活》BD中英双字幕,剧情,7.8/10 from 361 users,[''],"['\u3000凯瑟琳·哈恩 Kathryn Hahn ', '保罗·吉亚玛提 Paul Giamatti', '希博汗·法隆 Siobhan Fallon', '艾米丽 罗宾森 Emily Robinson', '马米·科西科 Marmee Cosico', ""丹尼斯·欧哈拉 Denis O'Hare""]",['ftp://ygdy8:ygdy8@yg45.dydytt.net:7333/阳光电影www.ygdy8.com.私人生活.BD.720p.中英双字幕.mkv'],2018,美国,https://extraimage.net/images/2018/10/15/02b495a974d3aa22483f97f871acaf7e.jpg,塔玛拉·詹金斯 Tamara Jenkins
2018年动作《黄金兄弟/新古惑仔》HD国粤双语中字,动作/犯罪,5.2/10 from 13965 users,[''],"['\u3000郑伊健 Ekin Cheng ', '陈小春 Jordan Chan', '谢天华 Michael Tse', '钱嘉乐 Kar Lok Chin', '林晓峰 Jerry Lamb', '曾志伟 Eric Tsang', '佘诗曼 Charmaine Sheh', '张雅玫 Yamei Zhang']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:4096/阳光电影www.ygdy8.com.黄金兄弟.HD.1080p.国粤双语中字.mkv'],2018,中国,https://extraimage.net/images/2018/10/24/34d053b6da6659a114268769028aba9f.jpg,钱嘉乐 Kar Lok Chin
2018年剧情传记《快乐王子》BD中英双字幕,剧情/传记,7.3/10 from 1228 users,[''],"['\u3000鲁伯特·艾弗雷特 Rupert Everett ', '科林·费尔斯 Colin Firth', '艾米丽·沃森 Emily Watson', '科林·摩根 Colin Morgan', '埃德温·托马斯 Edwin Thomas', '汤姆·威尔金森 Tom Wilkinson', '安娜·钱斯勒 Anna Chancellor', '朱利安·沃德姆 Julian Wadham', '碧翠斯·黛尔 Béatrice Dalle', '安德烈·彭文 André Penvern', '约书亚·麦圭尔 Joshua McGuire', '克里斯蒂安·布朗查特 Christian Bronchart', '奥利弗·凯特 Oliver Cater', '罗纳德·皮卡普 Ronald Pickup', '约翰·斯坦丁 John Standing', '本杰明·沃辛 Benjamin Voisin', '丹尼尔·韦曼 Daniel Weyman']",['ftp://ygdy8:ygdy8@yg45.dydytt.net:8330/阳光电影www.ygdy8.com.快乐王子.BD.720p.中英双字幕.mkv'],2018,英国/比利时/意大利/德国,https://extraimage.net/images/2018/10/22/8d22f99f1ea0fb350bd28c0a087186cb.jpg,鲁伯特·艾弗雷特 Rupert Everett
